product_id,name,manufacturer,form_factor,evaluation_or_commercialization,processor_architecture,processor_core_count,processor_manufacturer,processor_tdp,memory,onboard_storage,input_voltage,io_count,wireless,operating_system_bsp,operating_temperature_max,operating_temperature_min,certifications,short_summary,full_summary,full_product_description,target_applications,duplicate_ids
MIO-2263E-S3A2,MIO,ADVANTECH,PICO-ITX,False,X86,Quad-Core,INTEL,15W,8 GB DDR3L,mSATA,12V DC,"['VGA', 'HDMI', 'USB 2.0', 'USB 3.0', 'RS-232', 'RS-422', 'RS-485', 'Ethernet']","Bluetooth, NFC","['Windows Embedded', 'Linux', 'VxWorks']",60°C,-20°C,"CE, FCC Class B","Pico-ITX SBC with Intel Atom and Celeron processors, supporting dual independent displays and rich I/O interfaces.","The MIO series offers a flexible design using integrated I/O with MIOe approach for vertical applications, featuring Intel Atom and Celeron processors, dual independent display support, and a rich I/O interface including COM, SATA, USB, and mini PCIe.","MIO Extension SBCs are designed for embedded applications, featuring Intel Atom SoC and Celeron processors with quad-core and dual-core options. They support DDR3L memory up to 8GB, mSATA storage, and a variety of I/O interfaces including VGA, HDMI, USB, and Ethernet. The boards are suitable for harsh environments with an operating temperature range from -20°C to 60°C.","['Embedded systems', 'Industrial automation', 'Digital signage', 'Kiosks']","['MIO-2263E-S3A2', 'MIO-2263EZ-2GS3A2', 'MIO-2263EZ22GS3A2', 'MIO-2263J-U0A2', 'MIO-2263JH-U0A2']"
ARK-3405R-S6A1E,ARK INTEL CELERON N FANLESS EMBEDDED BOX PC,ADVANTECH,EMBEDDED BOX PC,False,X86,4,INTEL,10 watts,"DDR3L, 8GB MAX",TWO SATA REMOVABLE HDD BAYS,12-24 VDC,"['2 x RS-232/422/485', '4 x USB 3.0', '2 x USB 2.0', '1 x VGA', '1 x DVI-D', '1 x HDMI', '2 x GbE LAN']",Built-in wireless interface controllers,"['WINDOWS 10', 'WINDOWS 8', 'WINDOWS 7', 'WINDOWS EMBEDDED STANDARD 7', 'LINUX']",60°C,-20°C,"['CE', 'FCC CLASS A', 'CCC', 'BSMI', 'CB', 'UL', 'ROHS COMPLIANT']","Fanless embedded box PC with Intel Celeron N processor, rich I/O, and dual removable HDD bays.","The ARK Intel Celeron N Fanless Embedded Box PC offers a robust solution with a quad-core processor, extensive I/O options, and dual removable HDD bays, suitable for industrial applications.","The ARK Intel Celeron N Fanless Embedded Box PC by Advantech features a quad-core Intel Celeron N processor, supporting triple independent displays via VGA, DVI-D, and HDMI. It includes dual removable SATA HDD bays, flexible expansion options via PCI/PCIe, and a wide range power input of 12-24 VDC. The system supports various operating systems including Windows and Linux, and is compliant with multiple safety and environmental standards.","['Industrial Automation', 'Digital Signage', 'Kiosk Systems', 'Transportation']",['ARK-3405R-S6A1E']
6879G0009130F,NEX ATX BOARD,NEX,ATX,False,x86,,INTEL,95W,Up to 64GB DDR4 UDIMM 2666MHz non-ECC,"4 x SATA3.0 (6.0Gb/s, Support Raid 0/1/5/10), 2 x M.2 Key M (2242/2280, support NVMe)",24 + 8-pin ATX power input,"['6 x USB 3.1 Gen 2', '4 x USB 2.0', '2 x RS-232', '2 x RS-422/485', '6 x SATA III', '1 x VGA', '1 x HDMI', '1 x DP', '2 x Intel GbE LAN']",Wi-Fi/BT module support via M.2 Key E,"Windows 10, 11, Linux",60°C,0°C,"CE, FCC Class A","Industrial ATX motherboard with Intel Coffee Lake processors, supporting up to 64GB DDR4 memory, multiple I/O options, and suitable for harsh environments.","The NEX ATX board is equipped with 8th and 9th Generation Intel Core processors, supporting up to 64GB DDR4 UDIMM memory. It features a rich set of I/O interfaces including USB 3.1, SATA III, and dual Intel GbE LAN ports, making it ideal for industrial and embedded applications.","The NEX ATX board supports 8th and 9th Generation Intel Core i3/i5/i7/Pentium processors with a maximum TDP of 95W. It includes four DDR4 UDIMM sockets supporting up to 64GB of non-ECC memory at 2666MHz. The board offers extensive connectivity options with six USB 3.1 Gen 2 ports, four USB 2.0 ports, dual Intel GbE LAN, and multiple display outputs including VGA, HDMI, and DP. It is designed for operation in temperatures ranging from 0°C to 60°C, making it suitable for outdoor and semi-outdoor environments.","['Embedded applications', 'Outdoor systems', 'Home automation', 'Thin clients', 'Kiosks']",['6879G0009130F']
ARK-2121L-U0A2E,ARK-1123L-UAE,ADVANTECH,Fanless Box PC,False,x86,4,INTEL,,"DDR3L 1333 MHz, Max Capacity 8GB","Supports one SATA HDD Bay, mSATA socket",12-24 VDC,"['4 x USB 3.0', '2 x USB 2.0', '2 x RS-232/422/485', '1 x RS-232', '2 x LAN', '1 x VGA', '1 x HDMI', 'Audio Line-out/Mic-in/Line-in']",Support for WLAN or WWAN module via Mini PCIe,"['Windows 10', 'Linux']",60°C,-20°C,"['CE', 'FCC Class A', 'CCC', 'BSMI', 'UL']","Fanless embedded box PC with Intel Celeron J1900 Quad Core processor, dual independent display support, and wide range power input.","The ARK-1123L-UAE is a fanless embedded box PC featuring an Intel Celeron J1900 Quad Core processor, supporting dual independent displays via VGA and HDMI, with a wide range power input of 12-24 VDC. It offers multiple I/O interfaces including USB, RS-232/422/485, and LAN, and supports various operating systems including Windows and Linux.","The ARK-1123L-UAE is designed for industrial applications, offering a robust fanless design with an Intel Celeron J1900 Quad Core processor. It supports dual independent displays through VGA and HDMI, and provides extensive I/O options including USB 3.0, USB 2.0, RS-232/422/485, and LAN ports. The system is compatible with Advantech iDoor and EMIO modules for enhanced functionality. It operates within a temperature range of -20°C to 60°C and meets various certifications such as CE, FCC, and UL.","['Industrial automation', 'Digital signage', 'Kiosk systems', 'Transportation']",['ARK-2121L-U0A2E']
GUM3703FEBY,OVERO R IRONSTORMBY,GUMSTIX,COM,False,ARM,Single Core,TEXAS INSTRUMENTS,,MB RAM,MB NAND,3.3V – 4.2V,['Not Available'],"['Wi-Fi b/g/n', 'Bluetooth', 'BLE']",,85°C,-40°C,RoHS Compliant,Overo R IronSTORMBY COM with DaVinci Digital Video Processor and TI WiLink wireless module.,"The Overo R IronSTORMBY COM features a DaVinci Digital Video Processor with graphics acceleration and wireless capabilities including Wi-Fi b/g/n, Bluetooth, and BLE using TI's WiLink module.","The Overo R IronSTORMBY is a computer-on-module featuring a Texas Instruments DaVinci DM applications processor with ARM Cortex-A architecture. It includes MB RAM and MB NAND storage, with wireless capabilities provided by TI's WiLink module supporting Wi-Fi b/g/n, Bluetooth, and BLE. The module supports graphics processing with OpenGL and POWER SGXTM acceleration.",Wireless graphics projects,['GUM3703FEBY']
SC0022,RASPBERRY PI MODEL B,RASPBERRY PI,RASPBERRY PI,True,ARM,4,BROADCOM,,1 GB RAM,Micro SD port,5V,"['4 x USB ports, GPIO, HDMI, CSI, DSI, Composite video']","WiFi, Bluetooth Low Energy",Raspberry Pi OS,85°C,0°C,Modular compliance certification for dual-band wireless LAN and Bluetooth,"Raspberry Pi Model B with Broadcom BCM Quad Core Processor, WiFi, Bluetooth, and multiple I/O ports.","The Raspberry Pi Model B is a single board computer featuring a Broadcom BCM quad-core processor, 1 GB RAM, WiFi, Bluetooth Low Energy, and a variety of I/O ports including USB, HDMI, and GPIO.","Raspberry Pi Model B is powered by a Broadcom BCM quad-core processor and includes 1 GB RAM. It supports WiFi and Bluetooth Low Energy, and offers extensive connectivity options with 4 USB ports, HDMI, CSI, DSI, and GPIO. It uses a micro SD port for loading the operating system and storing data. The device is powered via a micro USB power source supporting up to 2.5 Amps.","Educational projects, IoT applications, prototyping, and hobbyist projects.",['SC0022']
Q170A-IM-A,QAIMA,ASUS,ATX,False,x86,64,INTEL,65W,64GB DDR4 2133MHz,2 x M.2 slots and 4 x SATA 6Gb/s ports,12V,"['VGA', 'HDMI', 'USB 3.1 Gen 1', 'Ethernet', 'Serial Port RS232', 'Audio jack', 'PS/2 Keyboard Port', 'PS/2 Mouse Port']",WiFi 6E,"['Microsoft Windows 10', 'Windows 11', 'Windows 10 IoT Enterprise', 'Linux Ubuntu', 'Red Hat Enterprise', 'Fedora Workstation', 'Open SUSE']",60°C,0°C,"['CE', 'FCC']","Industrial motherboard with Intel Q chipset, supporting dual displays and wide temperature range.","The QAIMA motherboard is an industrial-grade ATX board featuring Intel's Q chipset, supporting 6th and 7th Gen Intel Core processors. It offers dual display outputs via VGA and HDMI, extensive I/O options, and a wide operating temperature range, making it suitable for various industrial applications.","The QAIMA industrial motherboard is designed for robust performance in demanding environments. It supports Intel's 6th and 7th Generation Core, Pentium, and Celeron processors with a maximum TDP of 65W. The board includes dual-channel DDR4 memory support up to 64GB, multiple PCIe slots for expansion, and dual LAN ports for network connectivity. It is equipped with a variety of I/O interfaces, including USB 3.1, SATA ports, and audio jacks, and supports a wide range of operating systems, including Windows and Linux distributions.","['Industrial automation', 'Embedded systems', 'Digital signage', 'Networking']",['Q170A-IM-A']
ROM-5420CD-MDA1E,ROM SERIES SMARC MODULE,ADVANTECH,SMARC,True,ARM,Dual,FREESCALE,,1 GB DDR3,4 GB eMMC NAND Flash,5V,"['PCIe x1 Lane', 'SATA II', 'USB 2.0', 'USB OTG', 'UART x2', 'CAN x2', 'GPIO', 'I2C', 'Camera Input MIPI CSI-2']",IEEE 802.11ac/a/b/g/n 2*2 WLAN+BT 5.0 (option),"['Linux Kernel 2.6.35', 'Android 2.3']",85°C,-40°C,"['CE', 'FCC Class B', 'RoHS COMPLIANT']","High-performance SMARC module with Freescale ARM Cortex-A9 processor, suitable for portable applications.","The ROM Series SMARC module integrates a Freescale i.MX Cortex-A9 SoC, supporting dual-core processing, advanced graphics, and multiple I/O interfaces, designed for portable and industrial applications.","The ROM Series SMARC module features a Freescale ARM Cortex-A9 dual-core processor, 1 GB DDR3 memory, and 4 GB eMMC storage. It supports various I/O interfaces including PCIe, SATA, USB, and CAN, and is designed for high-performance applications with a focus on security and image protection.","['Portable applications', 'Industrial automation', 'Embedded systems']",['ROM-5420CD-MDA1E']
ED-HMI3010-101C-0432,EDHMIC,EDA TECHNOLOGY CO LTD,Embedded,False,ARM,4,BROADCOM,,Up to 8 GB LPDDR4X RAM,Up to 32 GB SD Card,5 V DC,"['2 x USB 2.0', '2 x USB 3.0', '1 x Gigabit Ethernet', '2 x HDMI', '1 x Micro SD card slot', '1 x PCIe port']","['Wi-Fi', 'Bluetooth', 'Bluetooth Low Energy (BLE)']","['Raspberry Pi OS Desktop 32-bit', 'Raspberry Pi OS Lite 32-bit']",60 C,0 C,"['FCC CFR Part 15 Subpart B', 'CE', 'EN 55032', 'EN 55035', 'IEC 61000-3-2', 'IEC 61000-3-3']","EDHMIC is an industrial panel PC based on Raspberry Pi with a quad-core ARM Cortex-A CPU, offering up to 8 GB RAM and multiple connectivity options.","The EDHMIC is a robust industrial panel PC featuring a Broadcom BCM quad-core ARM Cortex-A CPU, up to 8 GB LPDDR4X RAM, and up to 32 GB SD Card storage. It supports dual HDMI outputs, multiple USB ports, and wireless connectivity including Wi-Fi and Bluetooth.","EDHMIC is designed for industrial applications, providing a fanless design with excellent cooling performance. It includes a 10.1-inch TFT display with capacitive touch, multiple I/O interfaces, and supports Raspberry Pi OS. The device is housed in an aluminum CNC sheet metal case, ensuring durability and reliability in various environments.","['Industrial automation', 'HMI applications', 'IoT gateways', 'Digital signage']",['ED-HMI3010-101C-0432']
PCE-5128G2-00A1E,PCE SINGLE HOST BOARD,ADVANTECH,PICMG,False,Haswell,4,INTEL,95W,"DDR3, 1600 MHz, 16 GB per DIMM, ECC and non-ECC",,"12V, 5V, 3.3V, 5VSB","['Two RS-232 pin Headers', 'One parallel port', 'One PS/2 keyboard/mouse connector', 'USB ports', 'GPIO pin header', 'VGA connector', 'LAN ports']",,,60 °C,0 °C,FCC,"PCE Single Host Board with Intel processors, dual channel DDR3 memory, and multiple I/O interfaces.","The PCE Single Host Board by Advantech supports Intel Core i3, Pentium, and Xeon processors, features dual channel DDR3 memory with ECC support, and offers a variety of I/O interfaces including RS-232, parallel port, USB, and LAN.","The PCE Single Host Board is designed for industrial applications, supporting Intel Core i3, Pentium, and Xeon processors. It features dual channel DDR3 memory with ECC support, multiple SATA ports, and a range of I/O interfaces including RS-232, parallel port, USB, and LAN. The board complies with FCC standards and is suitable for various industrial environments.",Industrial applications,['PCE-5128G2-00A1E']
AIMB-785G2-00A3,AIMB,ADVANTECH,ATX,False,x86,24 cores,INTEL,65W / 35W,64GB DDR4,32Gb/s M.2,12V,"['USB 3.0', 'USB 2.0', 'VGA', 'DVI-D', 'Ethernet', 'RS-232']",Intel 802.11ac WiFi Module,Windows 10,60°C,0°C,"CE, FCC",Industrial motherboard supporting Intel Core processors with ATX form factor.,"The AIMB is an industrial motherboard designed for high-performance applications, supporting Intel's latest Core processors, with features like triple display support, dual GbE LAN, and extensive I/O options.","The AIMB motherboard by Advantech is built for industrial applications, featuring support for Intel's 10th generation Core processors. It offers a robust set of features including triple display outputs (VGA, DVI-D), dual Gigabit Ethernet ports, and multiple USB interfaces. The board supports up to 64GB of DDR4 memory across four DIMM slots and includes advanced technologies like Intel vPro and TPM for enhanced security.","['Industrial Automation', 'Digital Signage', 'Network Security', 'Embedded Systems']","['AIMB-785G2-00A3', 'AIMB-785G2-00A3U']"
IMBA-H810-R10,IMBA-H110,IEI,ATX,False,x86,4,Intel,,"Dual-channel DDR4 2133 MHz, up to 32GB",,ATX power supply,"['6 x USB 3.0', '6 x USB 2.0', '6 x SATA 6Gb/s', '2 x LAN', '1 x VGA', '1 x DVI-D', '1 x HDMI', '1 x iDP']",,,60°C,0°C,"CE, FCC",Industrial ATX motherboard supporting Intel 6th generation processors with dual-channel DDR4 and multiple I/O interfaces.,"The IMBA-H110 is an industrial ATX motherboard designed for high-performance applications, supporting Intel 6th generation Core i3/i5/i7, Pentium, and Celeron processors. It features dual-channel DDR4 memory, extensive I/O options including USB 3.0, SATA 6Gb/s, and dual LAN ports, making it suitable for a wide range of industrial applications.","The IMBA-H110 motherboard from IEI is built for industrial use, offering robust performance with support for Intel's 6th generation processors. It includes dual-channel DDR4 memory slots supporting up to 32GB, multiple display outputs including VGA, DVI-D, and HDMI, and a variety of I/O interfaces such as USB 3.0, SATA 6Gb/s, and dual Gigabit Ethernet ports. The board is compliant with CE and FCC standards, ensuring reliability and safety in industrial environments.","['Industrial automation', 'Digital signage', 'Network security', 'Embedded systems']",['IMBA-H810-R10']
102110378,ROCK PI N,RADXA,SBC,False,ARM,6,ROCKCHIP,,4 GB LPDDR4,32 GB eMMC,5V,"['USB 3.0 x4, Ethernet, HDMI, MIPI CSI, MIPI DSI']",Optional Wi-Fi module,"['Debian', 'Android']",83°C,,,"ROCK PI N is a powerful SBC with a six-core ARM processor, 4GB RAM, and 32GB eMMC storage, ideal for AI and deep learning applications.","The ROCK PI N features a Rockchip RK3399Pro SoC with a six-core CPU, Mali-T860MP4 GPU, and a powerful NPU for AI tasks. It supports Debian and Android OS, and offers extensive connectivity options including USB 3.0, HDMI, and Ethernet.","ROCK PI N is designed for AI and deep learning applications, featuring a Rockchip RK3399Pro SoC with dual Cortex-A72 and quad Cortex-A53 cores, a Mali-T860MP4 GPU, and a dedicated NPU. It includes 4GB LPDDR4 RAM, 32GB eMMC storage, and supports additional storage via SD card and M.2 SSD. Connectivity options include USB 3.0, HDMI, MIPI CSI, and Ethernet with PoE support.","['AI', 'Deep Learning', 'Edge Computing', 'IoT']",['102110378']
FORLINX-OKMX8MPQ-C+164GOE16(16G)IA10I11,FETMXMPC,FORLINX EMBEDDED TECHNOLOGY CO LTD,SYSTEM MODULE,False,ARM,4,NXP,,2GB LPDDR4,16GB eMMC,5V DC,"['2x USB', '1x PCIe', '2x Gigabit Ethernet', '1x CANFD']","['Wi-Fi', 'Bluetooth']","['Linux', 'Android']",85°C,-40°C,,"Advanced SoM with NXP i.MX8M Plus, quad-core Cortex-A53, integrated NPU, dual Gigabit Ethernet, and high-speed interfaces.","The FETMXMPC System Module is powered by the NXP i.MX8M Plus processor, featuring a quad-core Cortex-A53 CPU, integrated NPU for AI applications, and dual Gigabit Ethernet with TSN support. It is designed for industrial automation, HD video processing, and G networking applications.","The FETMXMPC System Module from Forlinx Embedded Technology Co Ltd is a high-performance SoM featuring the NXP i.MX8M Plus processor. It includes a quad-core Cortex-A53 CPU, a single-core Cortex-M7, and an integrated NPU with 2.3 TOPS. The module supports advanced multimedia capabilities with a GPU for 3D graphics, VPU for video encoding/decoding, and multiple high-speed interfaces including USB, PCIe, and Ethernet. It is suitable for applications in industrial automation, HD video processing, and G networking.","['Industrial automation', 'HD video processing', 'G networking']",['FORLINX-OKMX8MPQ-C+164GOE16(16G)IA10I11']
